grid	laps	year	round	circuit_enc	constructor_enc	driver_enc	result_class
continuous	continuous	continuous	continuous	discrete	discrete	discrete	discrete
16	54	2009	3	16	3	11	Outside_Points
18	50	2009	3	16	9	15	DNF
14	43	2009	3	16	2	5	DNF
13	20	2009	3	16	5	12	DNF
6	18	2009	3	16	6	14	DNF
4	57	2009	4	2	22	17	Podium
3	57	2009	4	2	8	19	Podium
1	57	2009	4	2	6	14	Podium
5	57	2009	4	2	0	0	Points
6	57	2009	4	2	22	21	Points
10	57	2009	4	2	5	7	Points
2	57	2009	4	2	6	9	Points
7	57	2009	4	2	3	3	Points
9	57	2009	4	2	2	2	Points
15	57	2009	4	2	3	11	Points
18	57	2009	4	2	8	16	Outside_Points
11	57	2009	4	2	0	4	Outside_Points
20	57	2009	4	2	4	6	Outside_Points
8	56	2009	4	2	5	12	Outside_Points
17	56	2009	4	2	9	20	Outside_Points
19	56	2009	4	2	9	15	Outside_Points
16	56	2009	4	2	4	66	Outside_Points
13	56	2009	4	2	1	8	Outside_Points
14	56	2009	4	2	1	1	Outside_Points
12	48	2009	4	2	2	5	DNF
1	66	2009	5	3	22	17	Podium
3	66	2009	5	3	22	21	Podium
5	66	2009	5	3	8	16	Podium
2	66	2009	5	3	8	19	Points
8	66	2009	5	3	3	3	Points
4	66	2009	5	3	5	12	Points
13	66	2009	5	3	1	1	Points
9	66	2009	5	3	2	2	Points
14	65	2009	5	3	0	0	Points
6	65	2009	5	3	6	9	Points
10	65	2009	5	3	1	8	Outside_Points
12	65	2009	5	3	3	11	Outside_Points
11	65	2009	5	3	2	5	Outside_Points
20	65	2009	5	3	9	20	Outside_Points
16	17	2009	5	3	5	7	DNF
18	7	2009	5	3	0	4	DNF
7	0	2009	5	3	6	14	DNF
15	0	2009	5	3	4	66	DNF
17	0	2009	5	3	4	6	DNF
19	0	2009	5	3	9	15	DNF
1	78	2009	6	5	22	17	Podium
3	78	2009	6	5	22	21	Podium
2	78	2009	6	5	5	7	Podium
5	78	2009	6	5	5	12	Points
8	78	2009	6	5	8	16	Points
6	78	2009	6	5	2	2	Points
9	78	2009	6	5	3	3	Points
14	78	2009	6	5	4	6	Points
13	78	2009	6	5	9	20	Points
20	77	2009	6	5	6	9	Points
16	77	2009	6	5	1	1	Outside_Points
19	77	2009	6	5	0	0	Outside_Points
18	77	2009	6	5	6	14	Outside_Points
15	77	2009	6	5	9	15	Outside_Points
10	76	2009	6	5	2	5	DNF
7	51	2009	6	5	0	4	DNF
17	28	2009	6	5	1	8	DNF
4	15	2009	6	5	8	19	DNF
12	10	2009	6	5	3	11	DNF
11	10	2009	6	5	4	66	DNF
2	58	2009	7	4	22	17	Podium
4	58	2009	7	4	8	16	Podium
1	58	2009	7	4	8	19	Podium
5	58	2009	7	4	6	14	Points
9	58	2009	7	4	2	2	Points
7	58	2009	7	4	5	12	Points
10	58	2009	7	4	1	8	Points
13	58	2009	7	4	6	9	Points
6	58	2009	7	4	5	7	Points
8	58	2009	7	4	3	3	Points
11	58	2009	7	4	1	1	Outside_Points
12	58	2009	7	4	2	5	Outside_Points
16	58	2009	7	4	0	0	Outside_Points
14	57	2009	7	4	0	4	Outside_Points
18	57	2009	7	4	4	66	Outside_Points
17	57	2009	7	4	3	11	Outside_Points
15	57	2009	7	4	9	15	Outside_Points
20	57	2009	7	4	4	6	Outside_Points
3	47	2009	7	4	22	21	DNF
19	4	2009	7	4	9	20	DNF
1	60	2009	8	8	8	19	Podium
3	60	2009	8	8	8	16	Podium
2	60	2009	8	8	22	21	Podium
11	60	2009	8	8	5	12	Points
7	60	2009	8	8	2	2	Points
6	60	2009	8	8	22	17	Points
4	60	2009	8	8	6	14	Points
9	60	2009	8	8	5	7	Points
8	60	2009	8	8	6	9	Points
16	60	2009	8	8	9	20	Points
5	60	2009	8	8	2	5	Outside_Points
14	59	2009	8	8	3	11	Outside_Points
12	59	2009	8	8	1	8	Outside_Points
10	59	2009	8	8	3	3	Outside_Points
15	59	2009	8	8	1	1	Outside_Points
18	59	2009	8	8	0	0	Outside_Points
20	59	2009	8	8	9	15	Outside_Points
19	59	2009	8	8	4	66	Outside_Points
17	37	2009	8	8	4	6	DNF
13	36	2009	8	8	0	4	DNF
1	60	2009	9	19	8	16	Podium
4	60	2009	9	19	8	19	Podium
8	60	2009	9	19	5	12	Podium
15	60	2009	9	19	2	2	Points
3	60	2009	9	19	22	17	Points
2	60	2009	9	19	22	21	Points
12	60	2009	9	19	3	3	Points
6	60	2009	9	19	0	4	Points
20	60	2009	9	19	6	9	Points
11	60	2009	9	19	1	1	Points
18	60	2009	9	19	9	20	Outside_Points
13	60	2009	9	19	2	5	Outside_Points
10	60	2009	9	19	3	11	Outside_Points
16	60	2009	9	19	1	8	Outside_Points
7	60	2009	9	19	9	15	Outside_Points
17	60	2009	9	19	4	66	Outside_Points
14	60	2009	9	19	6	14	Outside_Points
5	59	2009	9	19	0	0	Outside_Points
9	34	2009	9	19	5	7	DNF
19	18	2009	9	19	4	6	DNF
4	70	2009	10	10	0	0	Podium
7	70	2009	10	10	5	7	Podium
3	70	2009	10	10	8	16	Podium
5	70	2009	10	10	2	2	Points
6	70	2009	10	10	0	4	Points
13	70	2009	10	10	6	9	Points
8	70	2009	10	10	22	17	Points
11	70	2009	10	10	6	14	Points
9	70	2009	10	10	2	5	Points
12	70	2009	10	10	22	21	Points
15	70	2009	10	10	1	1	Outside_Points
14	70	2009	10	10	3	11	Outside_Points
18	70	2009	10	10	1	8	Outside_Points
16	69	2009	10	10	9	20	Outside_Points
19	69	2009	10	10	4	116	Outside_Points
10	69	2009	10	10	4	66	Outside_Points
2	29	2009	10	10	8	19	DNF
1	15	2009	10	10	3	3	DNF
17	1	2009	10	10	9	15	DNF
3	57	2009	11	11	22	21	Podium
1	57	2009	11	11	0	0	Podium
6	57	2009	11	11	5	7	Podium
2	57	2009	11	11	0	4	Points
7	57	2009	11	11	2	2	Points
8	57	2009	11	11	3	3	Points
5	57	2009	11	11	22	17	Points
10	57	2009	11	11	1	8	Points
9	57	2009	11	11	8	16	Points
12	57	2009	11	11	9	15	Points
11	57	2009	11	11	1	1	Outside_Points
16	57	2009	11	11	9	20	Outside_Points
18	57	2009	11	11	6	14	Outside_Points
13	57	2009	11	11	6	9	Outside_Points
14	57	2009	11	11	3	117	Outside_Points
19	56	2009	11	11	4	116	Outside_Points
20	56	2009	11	11	5	68	Outside_Points
17	54	2009	11	11	2	5	Outside_Points
15	41	2009	11	11	4	66	DNF
4	23	2009	11	11	8	19	DNF
6	44	2009	12	12	5	7	Podium
1	44	2009	12	12	9	20	Podium
8	44	2009	12	12	8	19	Podium
5	44	2009	12	12	1	8	Points
3	44	2009	12	12	1	1	Points
15	44	2009	12	12	0	4	Points
4	44	2009	12	12	22	21	Points
10	44	2009	12	12	2	2	Points
9	44	2009	12	12	8	16	Points
7	44	2009	12	12	6	9	Points
11	44	2009	12	12	9	15	Outside_Points
16	44	2009	12	12	4	66	Outside_Points
18	44	2009	12	12	2	5	Outside_Points
20	44	2009	12	12	5	68	Outside_Points
13	26	2009	12	12	3	3	DNF
2	21	2009	12	12	6	14	DNF
14	0	2009	12	12	22	17	DNF
19	0	2009	12	12	3	117	DNF
12	0	2009	12	12	0	0	DNF
17	0	2009	12	12	4	116	DNF
5	53	2009	13	13	22	21	Podium
6	53	2009	13	13	22	17	Podium
3	53	2009	13	13	5	7	Podium
2	53	2009	13	13	9	15	Points
8	53	2009	13	13	3	3	Points
4	53	2009	13	13	0	4	Points
15	53	2009	13	13	1	1	Points
9	53	2009	13	13	8	19	Points
14	53	2009	13	13	5	20	Points
17	53	2009	13	13	2	5	Points
16	53	2009	13	13	6	9	Outside_Points
1	52	2009	13	13	0	0	DNF
19	52	2009	13	13	4	66	Outside_Points
11	52	2009	13	13	6	14	Outside_Points
12	52	2009	13	13	3	117	Outside_Points
18	51	2009	13	13	2	2	Outside_Points
7	22	2009	13	13	9	23	DNF
20	19	2009	13	13	4	116	DNF
13	15	2009	13	13	1	8	DNF
10	0	2009	13	13	8	16	DNF
1	61	2009	14	14	0	0	Podium
6	61	2009	14	14	6	9	Podium
5	61	2009	14	14	3	3	Podium
2	61	2009	14	14	8	19	Points
11	61	2009	14	14	22	17	Points
9	61	2009	14	14	22	21	Points
8	61	2009	14	14	0	4	Points
7	61	2009	14	14	1	8	Points
10	61	2009	14	14	2	5	Points
12	61	2009	14	14	5	7	Points
3	61	2009	14	14	2	2	Outside_Points
14	61	2009	14	14	6	14	Outside_Points
17	61	2009	14	14	5	20	Outside_Points
19	61	2009	14	14	9	23	Outside_Points
16	47	2009	14	14	4	116	DNF
13	47	2009	14	14	4	66	DNF
4	45	2009	14	14	8	16	DNF
15	23	2009	14	14	9	15	DNF
20	19	2009	14	14	1	1	DNF
18	3	2009	14	14	3	117	DNF
1	53	2009	15	21	8	19	Podium
2	53	2009	15	21	6	14	Podium
3	53	2009	15	21	0	0	Podium
5	53	2009	15	21	5	7	Points
7	53	2009	15	21	2	2	Points
4	53	2009	15	21	1	1	Points
6	53	2009	15	21	22	21	Points
10	53	2009	15	21	22	17	Points
9	53	2009	15	21	1	8	Points
16	53	2009	15	21	3	3	Points
11	53	2009	15	21	0	4	Outside_Points
14	53	2009	15	21	5	20	Outside_Points
8	53	2009	15	21	9	15	Outside_Points
18	53	2009	15	21	9	23	Outside_Points
15	53	2009	15	21	2	5	Outside_Points
17	52	2009	15	21	3	117	Outside_Points
19	51	2009	15	21	8	16	Outside_Points
12	43	2009	15	21	4	116	DNF
13	11	2009	15	21	4	66	DNF
20	0	2009	15	21	6	9	DNF
2	71	2009	16	17	8	16	Podium
8	71	2009	16	17	1	8	Podium
17	71	2009	16	17	0	0	Podium
15	71	2009	16	17	8	19	Points
14	71	2009	16	17	22	17	Points
5	71	2009	16	17	5	7	Points
6	71	2009	16	17	4	66	Points
1	71	2009	16	17	22	21	Points
16	71	2009	16	17	0	4	Points
11	71	2009	16	17	6	118	Points
19	71	2009	16	17	5	20	Outside_Points
20	71	2009	16	17	9	23	Outside_Points
13	70	2009	16	17	3	117	Outside_Points
12	70	2009	16	17	4	116	Outside_Points
9	30	2009	16	17	2	5	DNF
7	27	2009	16	17	2	2	DNF
18	21	2009	16	17	1	1	DNF
3	0	2009	16	17	9	15	DNF
4	0	2009	16	17	6	14	DNF
10	0	2009	16	17	3	3	DNF
2	55	2009	17	22	8	19	Podium
3	55	2009	17	22	8	16	Podium
5	55	2009	17	22	22	17	Podium
4	55	2009	17	22	22	21	Points
8	55	2009	17	22	1	1	Points
12	55	2009	17	22	6	118	Points
6	55	2009	17	22	6	14	Points
10	55	2009	17	22	4	66	Points
9	55	2009	17	22	2	2	Points
7	55	2009	17	22	1	8	Points
18	55	2009	17	22	0	4	Outside_Points
11	55	2009	17	22	5	7	Outside_Points
13	55	2009	17	22	2	5	Outside_Points
15	55	2009	17	22	3	3	Outside_Points
16	55	2009	17	22	9	23	Outside_Points
20	54	2009	17	22	5	20	Outside_Points
17	54	2009	17	22	9	15	Outside_Points
19	54	2009	17	22	3	117	Outside_Points
1	20	2009	17	22	0	0	DNF
14	18	2009	17	22	4	116	DNF
3	49	2010	1	2	5	3	Podium
2	49	2010	1	2	5	12	Podium
4	49	2010	1	2	0	0	Podium
1	49	2010	1	2	8	19	Points
5	49	2010	1	2	35	2	Points
7	49	2010	1	2	35	29	Points
8	49	2010	1	2	0	17	Points
6	49	2010	1	2	8	16	Points
12	49	2010	1	2	9	23	Points
11	49	2010	1	2	2	21	Points
9	49	2010	1	2	3	8	Outside_Points
10	49	2010	1	2	9	15	Outside_Points
18	49	2010	1	2	4	116	Outside_Points
13	48	2010	1	2	2	119	Outside_Points
21	47	2010	1	2	38	4	Outside_Points
15	46	2010	1	2	4	66	DNF
20	46	2010	1	2	38	14	DNF
14	28	2010	1	2	14	36	DNF
23	17	2010	1	2	36	122	DNF
19	16	2010	1	2	37	9	DNF
17	13	2010	1	2	3	120	DNF
16	11	2010	1	2	14	118	DNF
22	2	2010	1	2	37	121	DNF
24	1	2010	1	2	36	123	DNF
4	58	2010	2	0	0	17	Podium
9	58	2010	2	0	3	8	Podium
5	58	2010	2	0	5	12	Podium
3	58	2010	2	0	5	3	Points
6	58	2010	2	0	35	2	Points
11	58	2010	2	0	0	0	Points
13	58	2010	2	0	9	23	Points
8	58	2010	2	0	2	21	Points
2	58	2010	2	0	8	16	Points
7	58	2010	2	0	35	29	Points
17	58	2010	2	0	4	116	Outside_Points
14	58	2010	2	0	14	36	Outside_Points
19	56	2010	2	0	38	4	Outside_Points
22	53	2010	2	0	36	123	Outside_Points
23	41	2010	2	0	37	9	DNF
24	26	2010	2	0	37	121	DNF
1	25	2010	2	0	8	19	DNF
10	9	2010	2	0	9	15	DNF
18	9	2010	2	0	3	120	DNF
21	4	2010	2	0	36	122	DNF
12	0	2010	2	0	4	66	DNF
15	0	2010	2	0	2	119	DNF
16	0	2010	2	0	14	118	DNF
20	0	2010	2	0	38	14	DNF
3	56	2010	3	1	8	19	Podium
1	56	2010	3	1	8	16	Podium
2	56	2010	3	1	35	2	Podium
6	56	2010	3	1	3	8	Points
4	56	2010	3	1	9	15	Points
20	56	2010	3	1	0	0	Points
21	56	2010	3	1	5	12	Points
17	56	2010	3	1	0	17	Points
14	56	2010	3	1	4	116	Points
5	56	2010	3	1	2	119	Points
13	56	2010	3	1	4	66	Outside_Points
7	55	2010	3	1	2	21	Outside_Points
19	54	2010	3	1	5	3	DNF
24	53	2010	3	1	37	121	Outside_Points
22	53	2010	3	1	36	123	Outside_Points
23	52	2010	3	1	36	122	Outside_Points
18	51	2010	3	1	38	14	Outside_Points
15	46	2010	3	1	38	4	Outside_Points
11	32	2010	3	1	3	120	DNF
10	12	2010	3	1	9	23	DNF
8	9	2010	3	1	35	29	DNF
9	8	2010	3	1	14	118	DNF
16	2	2010	3	1	37	9	DNF
12	0	2010	3	1	14	36	DNF
5	56	2010	4	16	0	17	Podium
6	56	2010	4	16	0	0	Podium
4	56	2010	4	16	35	2	Podium
3	56	2010	4	16	5	3	Points
8	56	2010	4	16	3	8	Points
1	56	2010	4	16	8	19	Points
14	56	2010	4	16	3	120	Points
2	56	2010	4	16	8	16	Points
7	56	2010	4	16	5	12	Points
9	56	2010	4	16	35	29	Points
10	56	2010	4	16	9	15	Outside_Points
11	56	2010	4	16	2	21	Outside_Points
12	56	2010	4	16	4	116	Outside_Points
21	55	2010	4	16	38	4	Outside_Points
16	55	2010	4	16	2	119	Outside_Points
23	54	2010	4	16	36	122	Outside_Points
24	52	2010	4	16	36	123	Outside_Points
20	26	2010	4	16	38	14	DNF
22	8	2010	4	16	37	121	DNF
17	7	2010	4	16	14	36	DNF
13	0	2010	4	16	4	66	DNF
15	0	2010	4	16	14	118	DNF
18	0	2010	4	16	9	23	DNF
19	0	2010	4	16	37	9	DNF
1	66	2010	5	3	8	16	Podium
4	66	2010	5	3	5	3	Podium
2	66	2010	5	3	8	19	Podium
6	66	2010	5	3	35	29	Points
5	66	2010	5	3	0	17	Points
9	66	2010	5	3	5	12	Points
11	66	2010	5	3	9	15	Points
7	66	2010	5	3	3	8	Points
17	65	2010	5	3	2	21	Points
15	65	2010	5	3	4	116	Points
19	65	2010	5	3	3	120	Outside_Points
10	65	2010	5	3	14	118	Outside_Points
8	65	2010	5	3	35	2	Outside_Points
3	64	2010	5	3	0	0	DNF
16	64	2010	5	3	9	23	DNF
13	64	2010	5	3	2	119	Outside_Points
18	63	2010	5	3	38	14	Outside_Points
22	63	2010	5	3	37	9	Outside_Points
23	62	2010	5	3	37	121	Outside_Points
14	42	2010	5	3	4	66	DNF
24	27	2010	5	3	36	123	DNF
12	18	2010	5	3	14	36	DNF
21	0	2010	5	3	36	122	DNF
20	0	2010	5	3	38	4	DNF
1	78	2010	6	5	8	16	Podium
3	78	2010	6	5	8	19	Podium
2	78	2010	6	5	3	8	Podium
4	78	2010	6	5	5	12	Points
5	78	2010	6	5	0	0	Points
24	78	2010	6	5	5	3	Points
6	78	2010	6	5	35	2	Points
12	78	2010	6	5	9	15	Points
10	78	2010	6	5	9	23	Points
13	78	2010	6	5	4	66	Points
17	78	2010	6	5	4	116	Outside_Points
7	78	2010	6	5	35	29	Outside_Points
14	73	2010	6	5	3	120	DNF
23	70	2010	6	5	36	123	DNF
19	70	2010	6	5	38	14	DNF
18	58	2010	6	5	38	4	DNF
22	58	2010	6	5	36	122	DNF
9	30	2010	6	5	2	21	DNF
16	26	2010	6	5	14	118	DNF
21	25	2010	6	5	37	121	DNF
20	22	2010	6	5	37	9	DNF
15	21	2010	6	5	14	36	DNF
8	2	2010	6	5	0	17	DNF
11	0	2010	6	5	2	119	DNF
2	58	2010	7	4	0	0	Podium
4	58	2010	7	4	0	17	Podium
1	58	2010	7	4	8	16	Podium
5	58	2010	7	4	35	29	Points
6	58	2010	7	4	35	2	Points
7	58	2010	7	4	3	8	Points
8	58	2010	7	4	5	12	Points
12	58	2010	7	4	5	3	Points
11	58	2010	7	4	9	15	Points
10	58	2010	7	4	14	118	Points
13	58	2010	7	4	14	36	Outside_Points
16	58	2010	7	4	4	116	Outside_Points
18	57	2010	7	4	9	23	Outside_Points
15	57	2010	7	4	2	21	Outside_Points
9	57	2010	7	4	3	120	Outside_Points
14	57	2010	7	4	4	66	Outside_Points
17	57	2010	7	4	2	119	Outside_Points
21	55	2010	7	4	37	9	Outside_Points
23	55	2010	7	4	37	121	Outside_Points
24	52	2010	7	4	36	123	DNF
22	46	2010	7	4	36	122	DNF
3	39	2010	7	4	8	19	DNF
20	33	2010	7	4	38	4	DNF
19	32	2010	7	4	38	14	DNF
1	70	2010	8	6	0	0	Podium
4	70	2010	8	6	0	17	Podium
3	70	2010	8	6	5	3	Podium
2	70	2010	8	6	8	19	Points
7	70	2010	8	6	8	16	Points
10	70	2010	8	6	35	2	Points
8	70	2010	8	6	3	8	Points
15	69	2010	8	6	4	66	Points
5	69	2010	8	6	9	23	Points
9	69	2010	8	6	9	15	Points
13	69	2010	8	6	35	29	Outside_Points
16	69	2010	8	6	4	116	Outside_Points
12	69	2010	8	6	2	119	Outside_Points
11	69	2010	8	6	2	21	Outside_Points
6	69	2010	8	6	5	12	Outside_Points
19	68	2010	8	6	38	4	Outside_Points
14	68	2010	8	6	3	120	Outside_Points
24	66	2010	8	6	36	123	Outside_Points
23	65	2010	8	6	37	121	Outside_Points
21	55	2010	8	6	37	9	DNF
20	47	2010	8	6	38	14	DNF
17	31	2010	8	6	14	36	DNF
22	14	2010	8	6	36	122	DNF
18	1	2010	8	6	14	118	DNF
1	57	2010	9	11	8	19	Podium
3	57	2010	9	11	0	0	Podium
7	57	2010	9	11	0	17	Podium
9	57	2010	9	11	2	21	Points
6	57	2010	9	11	3	8	Points
13	57	2010	9	11	9	15	Points
18	57	2010	9	11	14	118	Points
4	57	2010	9	11	5	3	Points
11	57	2010	9	11	4	66	Points
12	57	2010	9	11	35	2	Points
5	57	2010	9	11	5	12	Outside_Points
16	57	2010	9	11	14	36	Outside_Points
17	57	2010	9	11	4	116	Outside_Points
10	57	2010	9	11	3	120	Outside_Points
15	57	2010	9	11	35	29	Outside_Points
14	57	2010	9	11	9	23	Outside_Points
21	56	2010	9	11	37	121	Outside_Points
23	55	2010	9	11	36	123	Outside_Points
22	55	2010	9	11	37	9	Outside_Points
24	55	2010	9	11	36	122	Outside_Points
19	53	2010	9	11	38	14	Outside_Points
8	49	2010	9	11	2	119	DNF
20	8	2010	9	11	38	4	DNF
2	8	2010	9	11	8	16	DNF
2	52	2010	10	8	8	16	Podium
4	52	2010	10	8	0	0	Podium
5	52	2010	10	8	35	2	Podium
14	52	2010	10	8	0	17	Points
8	52	2010	10	8	2	21	Points
12	52	2010	10	8	14	118	Points
1	52	2010	10	8	8	19	Points
11	52	2010	10	8	9	15	Points
10	52	2010	10	8	35	29	Points
13	52	2010	10	8	2	119	Points
20	52	2010	10	8	9	23	Outside_Points
16	52	2010	10	8	4	66	Outside_Points
15	52	2010	10	8	3	120	Outside_Points
3	52	2010	10	8	5	3	Outside_Points
7	52	2010	10	8	5	12	Outside_Points
21	51	2010	10	8	38	14	Outside_Points
18	51	2010	10	8	38	4	Outside_Points
19	50	2010	10	8	37	9	Outside_Points
23	50	2010	10	8	36	123	Outside_Points
24	50	2010	10	8	36	28	Outside_Points
17	44	2010	10	8	4	116	DNF
9	29	2010	10	8	14	36	DNF
6	19	2010	10	8	3	8	DNF
22	9	2010	10	8	37	121	DNF
2	67	2010	11	9	5	3	Podium
3	67	2010	11	9	5	12	Podium
1	67	2010	11	9	8	19	Podium
6	67	2010	11	9	0	0	Points
5	67	2010	11	9	0	17	Points
4	67	2010	11	9	8	16	Points
7	66	2010	11	9	3	8	Points
9	66	2010	11	9	35	2	Points
11	66	2010	11	9	35	29	Points
13	66	2010	11	9	3	120	Points
12	66	2010	11	9	14	118	Outside_Points
8	66	2010	11	9	2	21	Outside_Points
10	66	2010	11	9	2	119	Outside_Points
14	66	2010	11	9	14	36	Outside_Points
15	66	2010	11	9	4	116	Outside_Points
21	65	2010	11	9	9	23	Outside_Points
19	65	2010	11	9	9	15	Outside_Points
23	64	2010	11	9	37	9	Outside_Points
20	63	2010	11	9	36	122	Outside_Points
18	56	2010	11	9	38	4	DNF
24	50	2010	11	9	37	121	DNF
22	19	2010	11	9	36	28	DNF
17	3	2010	11	9	38	14	DNF
16	1	2010	11	9	4	66	DNF
2	70	2010	12	10	8	16	Podium
3	70	2010	12	10	5	3	Podium
1	70	2010	12	10	8	19	Podium
4	70	2010	12	10	5	12	Points
7	70	2010	12	10	3	120	Points
10	70	2010	12	10	2	119	Points
9	69	2010	12	10	14	36	Points
11	69	2010	12	10	0	17	Points
23	69	2010	12	10	14	118	Points
12	69	2010	12	10	2	21	Points
14	69	2010	12	10	35	29	Outside_Points
15	69	2010	12	10	4	66	Outside_Points
16	69	2010	12	10	9	23	Outside_Points
19	67	2010	12	10	38	4	Outside_Points
20	67	2010	12	10	38	14	Outside_Points
18	67	2010	12	10	37	9	Outside_Points
22	67	2010	12	10	36	122	Outside_Points
21	66	2010	12	10	37	121	Outside_Points
24	66	2010	12	10	36	28	Outside_Points
5	23	2010	12	10	0	0	DNF
8	23	2010	12	10	3	8	DNF
6	15	2010	12	10	35	2	DNF
13	15	2010	12	10	9	15	DNF
17	1	2010	12	10	4	116	DNF
2	44	2010	13	12	0	0	Podium
1	44	2010	13	12	8	16	Podium
3	44	2010	13	12	3	8	Podium
6	44	2010	13	12	5	12	Points
8	44	2010	13	12	9	15	Points
14	44	2010	13	12	35	2	Points
21	44	2010	13	12	35	29	Points
17	44	2010	13	12	14	118	Points
23	44	2010	13	12	3	120	Points
12	44	2010	13	12	9	23	Points
24	44	2010	13	12	14	36	Outside_Points
16	44	2010	13	12	4	66	Outside_Points
11	44	2010	13	12	4	116	Outside_Points
9	43	2010	13	12	2	119	Outside_Points
4	43	2010	13	12	8	19	Outside_Points
13	43	2010	13	12	38	4	Outside_Points
22	43	2010	13	12	37	121	Outside_Points
20	43	2010	13	12	37	9	Outside_Points
15	43	2010	13	12	38	14	Outside_Points
19	42	2010	13	12	36	28	Outside_Points
10	37	2010	13	12	5	3	DNF
5	15	2010	13	12	0	17	DNF
18	5	2010	13	12	36	122	DNF
7	0	2010	13	12	2	21	DNF
1	53	2010	14	13	5	3	Podium
2	53	2010	14	13	0	17	Podium
3	53	2010	14	13	5	12	Podium
6	53	2010	14	13	8	19	Points
7	53	2010	14	13	35	2	Points
4	53	2010	14	13	8	16	Points
8	53	2010	14	13	2	119	Points
9	53	2010	14	13	3	8	Points
12	53	2010	14	13	35	29	Points
10	53	2010	14	13	2	21	Points
14	53	2010	14	13	4	66	Outside_Points
19	53	2010	14	13	9	23	Outside_Points
20	53	2010	14	13	3	120	Outside_Points
16	52	2010	14	13	14	36	Outside_Points
15	52	2010	14	13	4	116	Outside_Points
11	52	2010	14	13	9	15	Outside_Points
24	51	2010	14	13	37	9	Outside_Points
18	51	2010	14	13	38	4	Outside_Points
23	51	2010	14	13	36	28	Outside_Points
21	50	2010	14	13	37	121	Outside_Points
17	46	2010	14	13	38	14	DNF
22	11	2010	14	13	36	122	DNF
5	0	2010	14	13	0	0	DNF
13	0	2010	14	13	14	118	DNF
1	61	2010	15	14	5	3	Podium
2	61	2010	15	14	8	19	Podium
5	61	2010	15	14	8	16	Podium
4	61	2010	15	14	0	17	Points
7	61	2010	15	14	35	2	Points
6	61	2010	15	14	2	21	Points
8	61	2010	15	14	3	8	Points
24	61	2010	15	14	5	12	Points
15	61	2010	15	14	9	15	Points
17	61	2010	15	14	2	119	Points
12	60	2010	15	14	3	120	Outside_Points
11	60	2010	15	14	4	116	Outside_Points
9	60	2010	15	14	35	29	Outside_Points
13	60	2010	15	14	4	66	Outside_Points
20	59	2010	15	14	37	121	Outside_Points
19	58	2010	15	14	38	4	DNF
18	49	2010	15	14	37	9	DNF
14	36	2010	15	14	14	1	DNF
3	35	2010	15	14	0	0	DNF
22	31	2010	15	14	36	31	DNF
10	30	2010	15	14	14	118	DNF
23	29	2010	15	14	36	122	DNF
21	27	2010	15	14	38	14	DNF
16	1	2010	15	14	9	23	DNF
1	53	2010	16	21	8	19	Podium
2	53	2010	16	21	8	16	Podium
4	53	2010	16	21	5	3	Podium
5	53	2010	16	21	0	17	Points
8	53	2010	16	21	0	0	Points
10	53	2010	16	21	35	29	Points
14	53	2010	16	21	14	118	Points
11	53	2010	16	21	14	1	Points
7	53	2010	16	21	2	21	Points
18	53	2010	16	21	4	66	Points
16	52	2010	16	21	4	116	Outside_Points
20	52	2010	16	21	38	4	Outside_Points
19	51	2010	16	21	38	14	Outside_Points
22	51	2010	16	21	37	9	Outside_Points
23	51	2010	16	21	36	122	Outside_Points
24	50	2010	16	21	36	28	Outside_Points
6	47	2010	16	21	35	2	DNF
15	44	2010	16	21	9	15	DNF
3	2	2010	16	21	3	8	DNF
9	0	2010	16	21	2	119	DNF
12	0	2010	16	21	5	12	DNF
13	0	2010	16	21	3	120	DNF
17	0	2010	16	21	9	23	DNF
21	0	2010	16	21	37	121	DNF
3	55	2010	17	30	5	3	Podium
4	55	2010	17	30	0	0	Podium
6	55	2010	17	30	5	12	Podium
9	55	2010	17	30	35	29	Points
8	55	2010	17	30	3	8	Points
17	55	2010	17	30	9	23	Points
10	55	2010	17	30	2	21	Points
12	55	2010	17	30	14	118	Points
13	55	2010	17	30	14	1	Points
11	55	2010	17	30	2	119	Points
15	55	2010	17	30	4	116	Outside_Points
7	55	2010	17	30	0	17	Outside_Points
21	54	2010	17	30	38	4	Outside_Points
24	53	2010	17	30	36	122	Outside_Points
23	53	2010	17	30	36	28	Outside_Points
14	46	2010	17	30	9	15	DNF
1	45	2010	17	30	8	19	DNF
20	39	2010	17	30	3	120	DNF
19	31	2010	17	30	37	9	DNF
16	30	2010	17	30	4	66	DNF
22	25	2010	17	30	37	121	DNF
18	25	2010	17	30	38	14	DNF
2	18	2010	17	30	8	16	DNF
5	18	2010	17	30	35	2	DNF
2	71	2010	18	17	8	19	Podium
3	71	2010	18	17	8	16	Podium
5	71	2010	18	17	5	3	Podium
4	71	2010	18	17	0	0	Points
11	71	2010	18	17	0	17	Points
13	71	2010	18	17	35	2	Points
8	71	2010	18	17	35	29	Points
1	70	2010	18	17	2	119	Points
7	70	2010	18	17	3	8	Points
12	70	2010	18	17	14	118	Points
14	70	2010	18	17	4	116	Outside_Points
22	70	2010	18	17	9	15	Outside_Points
19	70	2010	18	17	4	66	Outside_Points
6	70	2010	18	17	2	21	Outside_Points
9	70	2010	18	17	5	12	Outside_Points
10	70	2010	18	17	3	120	Outside_Points
15	70	2010	18	17	14	1	Outside_Points
20	69	2010	18	17	38	4	Outside_Points
