grid	laps	year	round	circuit_enc	constructor_enc	driver_enc	result_class
continuous	continuous	continuous	continuous	discrete	discrete	discrete	discrete
							class
1	58	2008	1	0	0	0	Podium
5	58	2008	1	0	1	1	Podium
7	58	2008	1	0	2	2	Podium
11	58	2008	1	0	3	3	Points
3	58	2008	1	0	0	4	Points
13	57	2008	1	0	2	5	Points
17	55	2008	1	0	4	6	DNF
15	53	2008	1	0	5	7	DNF
2	47	2008	1	0	1	8	DNF
18	43	2008	1	0	6	9	DNF
19	32	2008	1	0	7	10	DNF
20	30	2008	1	0	3	11	DNF
4	29	2008	1	0	5	12	DNF
8	25	2008	1	0	8	13	DNF
6	19	2008	1	0	6	14	DNF
22	8	2008	1	0	9	15	DNF
14	0	2008	1	0	8	16	DNF
12	0	2008	1	0	10	17	DNF
21	0	2008	1	0	7	18	DNF
9	0	2008	1	0	4	19	DNF
16	0	2008	1	0	9	20	DNF
10	58	2008	1	0	10	21	DNF
2	56	2008	2	1	5	7	Podium
4	56	2008	2	1	1	8	Podium
8	56	2008	2	1	0	4	Podium
3	56	2008	2	1	6	14	Points
9	56	2008	2	1	0	0	Points
5	56	2008	2	1	1	1	Points
6	56	2008	2	1	8	16	Points
7	56	2008	2	1	3	3	Points
12	56	2008	2	1	8	13	Points
11	56	2008	2	1	10	17	Points
13	56	2008	2	1	3	11	Outside_Points
17	55	2008	2	1	9	20	Outside_Points
14	55	2008	2	1	10	21	Outside_Points
16	55	2008	2	1	2	2	Outside_Points
21	55	2008	2	1	7	18	Outside_Points
19	54	2008	2	1	7	10	Outside_Points
22	54	2008	2	1	2	5	Outside_Points
15	39	2008	2	1	4	19	DNF
1	30	2008	2	1	5	12	DNF
20	5	2008	2	1	9	15	DNF
10	1	2008	2	1	6	9	DNF
18	0	2008	2	1	4	6	DNF
2	57	2008	3	2	5	12	Podium
4	57	2008	3	2	5	7	Podium
1	57	2008	3	2	1	8	Podium
6	57	2008	3	2	1	1	Points
5	57	2008	3	2	0	4	Points
7	57	2008	3	2	6	14	Points
11	57	2008	3	2	8	16	Points
8	57	2008	3	2	2	2	Points
13	57	2008	3	2	6	9	Points
10	57	2008	3	2	3	3	Points
12	57	2008	3	2	10	21	Outside_Points
18	56	2008	3	2	9	20	Outside_Points
3	56	2008	3	2	0	0	Outside_Points
16	56	2008	3	2	2	5	Outside_Points
15	56	2008	3	2	4	6	Outside_Points
21	56	2008	3	2	7	18	Outside_Points
22	56	2008	3	2	7	10	Outside_Points
17	56	2008	3	2	8	13	Outside_Points
20	56	2008	3	2	9	15	Outside_Points
14	40	2008	3	2	3	11	DNF
9	19	2008	3	2	10	17	DNF
19	0	2008	3	2	4	19	DNF
1	66	2008	4	3	5	7	Podium
3	66	2008	4	3	5	12	Podium
5	66	2008	4	3	0	0	Podium
4	66	2008	4	3	1	8	Points
7	66	2008	4	3	8	16	Points
13	66	2008	4	3	10	17	Points
12	66	2008	4	3	2	5	Points
8	66	2008	4	3	6	14	Points
9	66	2008	4	3	1	1	Points
19	65	2008	4	3	9	20	Points
14	65	2008	4	3	6	9	Outside_Points
17	65	2008	4	3	8	13	Outside_Points
22	65	2008	4	3	7	10	Outside_Points
15	41	2008	4	3	2	2	DNF
2	34	2008	4	3	3	3	DNF
11	34	2008	4	3	10	21	DNF
6	21	2008	4	3	0	4	DNF
21	8	2008	4	3	7	18	DNF
16	7	2008	4	3	4	6	DNF
10	6	2008	4	3	3	11	DNF
20	0	2008	4	3	9	15	DNF
18	0	2008	4	3	4	19	DNF
1	58	2008	5	4	5	12	Podium
3	58	2008	5	4	0	0	Podium
4	58	2008	5	4	5	7	Podium
5	58	2008	5	4	1	8	Points
9	58	2008	5	4	1	1	Points
7	58	2008	5	4	3	3	Points
6	58	2008	5	4	8	16	Points
11	58	2008	5	4	2	2	Points
10	58	2008	5	4	8	13	Points
8	58	2008	5	4	6	14	Points
13	57	2008	5	4	10	17	Outside_Points
2	57	2008	5	4	0	4	Outside_Points
15	57	2008	5	4	6	9	Outside_Points
12	57	2008	5	4	10	21	Outside_Points
17	57	2008	5	4	3	11	Outside_Points
19	57	2008	5	4	9	15	Outside_Points
14	57	2008	5	4	4	19	Outside_Points
18	24	2008	5	4	4	6	DNF
16	1	2008	5	4	2	5	DNF
20	0	2008	5	4	9	20	DNF
3	76	2008	6	5	0	0	Podium
5	76	2008	6	5	1	8	Podium
1	76	2008	6	5	5	12	Podium
9	76	2008	6	5	8	16	Points
19	76	2008	6	5	4	19	Points
14	76	2008	6	5	10	21	Points
13	76	2008	6	5	2	5	Points
4	76	2008	6	5	0	4	Points
2	76	2008	6	5	5	7	Points
7	75	2008	6	5	3	3	Points
11	75	2008	6	5	10	17	Outside_Points
10	75	2008	6	5	6	9	Outside_Points
8	75	2008	6	5	6	14	Outside_Points
12	72	2008	6	5	1	1	Outside_Points
18	67	2008	6	5	9	15	DNF
6	59	2008	6	5	2	2	DNF
17	47	2008	6	5	3	11	DNF
20	36	2008	6	5	9	20	DNF
15	7	2008	6	5	8	13	DNF
16	7	2008	6	5	4	6	DNF
2	70	2008	7	6	1	8	Podium
8	70	2008	7	6	1	1	Podium
13	70	2008	7	6	8	13	Podium
11	70	2008	7	6	6	9	Points
6	70	2008	7	6	5	12	Points
14	70	2008	7	6	6	14	Points
9	70	2008	7	6	10	21	Points
19	70	2008	7	6	4	19	Points
7	70	2008	7	6	0	4	Points
5	70	2008	7	6	2	2	Points
20	70	2008	7	6	10	17	Outside_Points
10	70	2008	7	6	8	16	Outside_Points
18	69	2008	7	6	4	6	Outside_Points
17	51	2008	7	6	9	20	DNF
12	46	2008	7	6	2	5	DNF
4	44	2008	7	6	3	3	DNF
15	43	2008	7	6	3	11	DNF
3	19	2008	7	6	5	7	DNF
1	19	2008	7	6	0	0	DNF
16	13	2008	7	6	9	15	DNF
2	70	2008	8	7	5	12	Podium
1	70	2008	8	7	5	7	Podium
4	70	2008	8	7	6	14	Podium
10	70	2008	8	7	0	4	Points
5	70	2008	8	7	1	8	Points
6	70	2008	8	7	8	16	Points
9	70	2008	8	7	3	11	Points
3	70	2008	8	7	3	3	Points
7	70	2008	8	7	8	13	Points
13	70	2008	8	7	0	0	Points
8	70	2008	8	7	6	9	Outside_Points
12	70	2008	8	7	4	19	Outside_Points
11	70	2008	8	7	1	1	Outside_Points
20	69	2008	8	7	10	21	Outside_Points
15	69	2008	8	7	2	5	Outside_Points
19	69	2008	8	7	2	2	Outside_Points
14	69	2008	8	7	4	6	Outside_Points
17	69	2008	8	7	9	20	Outside_Points
18	69	2008	8	7	9	15	Outside_Points
16	16	2008	8	7	10	17	DNF
4	60	2008	9	8	0	0	Podium
5	60	2008	9	8	1	1	Podium
16	60	2008	9	8	10	21	Podium
3	59	2008	9	8	5	7	Points
1	59	2008	9	8	0	4	Points
6	59	2008	9	8	3	3	Points
14	59	2008	9	8	6	14	Points
15	59	2008	9	8	2	5	Points
20	59	2008	9	8	2	2	Points
2	59	2008	9	8	8	16	Points
13	59	2008	9	8	4	6	Outside_Points
12	59	2008	9	8	6	9	Outside_Points
9	58	2008	9	8	5	12	Outside_Points
10	39	2008	9	8	1	8	DNF
17	38	2008	9	8	10	17	DNF
7	35	2008	9	8	3	11	DNF
19	16	2008	9	8	9	20	DNF
18	10	2008	9	8	9	15	DNF
8	0	2008	9	8	4	19	DNF
11	0	2008	9	8	8	13	DNF
1	67	2008	10	9	0	0	Podium
17	67	2008	10	9	3	11	Podium
2	67	2008	10	9	5	12	Podium
12	67	2008	10	9	1	1	Points
3	67	2008	10	9	0	4	Points
6	67	2008	10	9	5	7	Points
7	67	2008	10	9	1	8	Points
9	67	2008	10	9	4	19	Points
4	67	2008	10	9	6	14	Points
13	67	2008	10	9	2	2	Points
5	67	2008	10	9	3	3	Outside_Points
15	67	2008	10	9	4	6	Outside_Points
10	67	2008	10	9	8	13	Outside_Points
16	67	2008	10	9	2	5	Outside_Points
19	67	2008	10	9	9	15	Outside_Points
20	67	2008	10	9	9	20	Outside_Points
14	66	2008	10	9	10	17	Outside_Points
18	50	2008	10	9	10	21	DNF
8	40	2008	10	9	8	16	DNF
11	35	2008	10	9	6	9	DNF
2	70	2008	11	10	0	4	Podium
5	70	2008	11	10	6	9	Podium
6	70	2008	11	10	5	7	Podium
7	70	2008	11	10	3	3	Points
1	70	2008	11	10	0	0	Points
10	70	2008	11	10	3	11	Points
9	70	2008	11	10	6	14	Points
4	70	2008	11	10	1	8	Points
8	70	2008	11	10	8	16	Points
15	70	2008	11	10	1	1	Points
13	70	2008	11	10	8	13	Outside_Points
12	69	2008	11	10	10	17	Outside_Points
16	69	2008	11	10	2	5	Outside_Points
14	69	2008	11	10	2	2	Outside_Points
18	69	2008	11	10	9	20	Outside_Points
17	68	2008	11	10	10	21	Outside_Points
3	67	2008	11	10	5	12	DNF
19	67	2008	11	10	4	6	Outside_Points
20	62	2008	11	10	9	15	DNF
11	22	2008	11	10	4	19	DNF
1	57	2008	12	11	5	12	Podium
2	57	2008	12	11	0	0	Podium
3	57	2008	12	11	1	8	Podium
5	57	2008	12	11	0	4	Points
7	57	2008	12	11	6	14	Points
6	57	2008	12	11	4	19	Points
13	57	2008	12	11	6	9	Points
9	57	2008	12	11	2	2	Points
8	57	2008	12	11	1	1	Points
10	57	2008	12	11	4	6	Points
15	57	2008	12	11	3	11	Outside_Points
14	56	2008	12	11	8	16	Outside_Points
16	56	2008	12	11	10	17	Outside_Points
18	56	2008	12	11	9	20	Outside_Points
11	56	2008	12	11	2	5	Outside_Points
19	56	2008	12	11	10	21	Outside_Points
17	56	2008	12	11	8	13	Outside_Points
4	45	2008	12	11	5	7	DNF
20	41	2008	12	11	9	15	DNF
12	0	2008	12	11	3	3	DNF
2	44	2008	13	12	5	12	Podium
5	44	2008	13	12	1	1	Podium
1	44	2008	13	12	0	0	Podium
6	44	2008	13	12	3	3	Points
10	44	2008	13	12	4	19	Points
8	44	2008	13	12	1	8	Points
9	44	2008	13	12	4	6	Points
7	44	2008	13	12	8	16	Points
13	44	2008	13	12	6	9	Points
3	43	2008	13	12	0	4	DNF
14	43	2008	13	12	8	13	Outside_Points
15	43	2008	13	12	2	2	Outside_Points
18	43	2008	13	12	9	15	Outside_Points
19	43	2008	13	12	2	5	Outside_Points
17	43	2008	13	12	10	17	Outside_Points
11	43	2008	13	12	6	14	Outside_Points
20	43	2008	13	12	9	20	Outside_Points
4	42	2008	13	12	5	7	DNF
16	19	2008	13	12	10	21	DNF
12	13	2008	13	12	3	11	DNF
1	53	2008	14	13	4	19	Podium
2	53	2008	14	13	0	4	Podium
11	53	2008	14	13	1	8	Podium
8	53	2008	14	13	3	3	Points
10	53	2008	14	13	1	1	Points
6	53	2008	14	13	5	12	Points
15	53	2008	14	13	0	0	Points
3	53	2008	14	13	8	16	Points
14	53	2008	14	13	5	7	Points
17	53	2008	14	13	3	11	Points
9	53	2008	14	13	6	9	Outside_Points
18	53	2008	14	13	2	5	Outside_Points
7	53	2008	14	13	6	14	Outside_Points
5	53	2008	14	13	2	2	Outside_Points
19	53	2008	14	13	10	17	Outside_Points
13	52	2008	14	13	8	13	Outside_Points
16	52	2008	14	13	10	21	Outside_Points
4	52	2008	14	13	4	6	Outside_Points
20	51	2008	14	13	9	15	Outside_Points
12	11	2008	14	13	9	20	DNF
15	61	2008	15	14	3	3	Podium
8	61	2008	15	14	2	2	Podium
2	61	2008	15	14	0	0	Podium
7	61	2008	15	14	6	9	Points
6	61	2008	15	14	4	19	Points
9	61	2008	15	14	1	1	Points
14	61	2008	15	14	8	13	Points
10	61	2008	15	14	2	5	Points
12	61	2008	15	14	10	17	Points
5	61	2008	15	14	0	4	Points
4	61	2008	15	14	1	8	Outside_Points
17	61	2008	15	14	4	6	Outside_Points
1	61	2008	15	14	5	12	Outside_Points
20	61	2008	15	14	9	20	Outside_Points
3	57	2008	15	14	5	7	DNF
11	50	2008	15	14	6	14	DNF
19	49	2008	15	14	9	15	DNF
13	29	2008	15	14	8	16	DNF
18	14	2008	15	14	10	21	DNF
16	13	2008	15	14	3	11	DNF
4	67	2008	16	15	3	3	Podium
6	67	2008	16	15	1	8	Podium
2	67	2008	16	15	5	7	Podium
12	67	2008	16	15	3	11	Points
7	67	2008	16	15	6	14	Points
9	67	2008	16	15	4	19	Points
5	67	2008	16	15	5	12	Points
13	67	2008	16	15	8	16	Points
16	67	2008	16	15	1	1	Points
10	67	2008	16	15	4	6	Points
15	67	2008	16	15	2	2	Outside_Points
1	67	2008	16	15	0	0	Outside_Points
17	66	2008	16	15	10	21	Outside_Points
18	66	2008	16	15	10	17	Outside_Points
14	66	2008	16	15	2	5	Outside_Points
20	21	2008	16	15	9	20	DNF
3	16	2008	16	15	0	4	DNF
19	8	2008	16	15	9	15	DNF
8	6	2008	16	15	6	9	DNF
11	0	2008	16	15	8	13	DNF
1	56	2008	17	16	0	0	Podium
3	56	2008	17	16	5	12	Podium
2	56	2008	17	16	5	7	Podium
4	56	2008	17	16	3	3	Points
9	56	2008	17	16	1	1	Points
11	56	2008	17	16	1	8	Points
12	56	2008	17	16	6	9	Points
10	56	2008	17	16	3	11	Points
6	56	2008	17	16	4	19	Points
15	56	2008	17	16	8	13	Points
13	56	2008	17	16	10	21	Outside_Points
17	56	2008	17	16	2	5	Outside_Points
8	56	2008	17	16	4	6	Outside_Points
16	56	2008	17	16	8	16	Outside_Points
14	55	2008	17	16	2	2	Outside_Points
18	55	2008	17	16	10	17	Outside_Points
20	55	2008	17	16	9	20	Outside_Points
5	49	2008	17	16	0	4	DNF
19	13	2008	17	16	9	15	DNF
7	2	2008	17	16	6	14	DNF
1	71	2008	18	17	5	12	Podium
6	71	2008	18	17	3	3	Podium
3	71	2008	18	17	5	7	Podium
7	71	2008	18	17	4	19	Points
4	71	2008	18	17	0	0	Points
10	71	2008	18	17	6	9	Points
5	71	2008	18	17	0	4	Points
2	71	2008	18	17	6	14	Points
12	71	2008	18	17	8	16	Points
8	70	2008	18	17	1	1	Points
13	70	2008	18	17	1	8	Outside_Points
18	70	2008	18	17	2	2	Outside_Points
17	70	2008	18	17	10	17	Outside_Points
9	70	2008	18	17	4	6	Outside_Points
15	70	2008	18	17	10	21	Outside_Points
20	69	2008	18	17	9	15	Outside_Points
16	69	2008	18	17	2	5	Outside_Points
19	69	2008	18	17	9	20	Outside_Points
11	0	2008	18	17	3	11	DNF
14	0	2008	18	17	8	13	DNF
1	58	2007	1	0	5	7	Podium
2	58	2007	1	0	0	3	Podium
4	58	2007	1	0	0	0	Podium
3	58	2007	1	0	1	1	Points
6	58	2007	1	0	3	20	Points
22	58	2007	1	0	5	12	Points
12	57	2007	1	0	2	2	Points
9	57	2007	1	0	6	22	Points
8	57	2007	1	0	6	14	Points
13	57	2007	1	0	3	4	Points
16	57	2007	1	0	10	21	Outside_Points
10	57	2007	1	0	7	10	Outside_Points
7	57	2007	1	0	8	16	Outside_Points
19	57	2007	1	0	4	23	Outside_Points
14	57	2007	1	0	10	17	Outside_Points
11	56	2007	1	0	7	18	Outside_Points
20	56	2007	1	0	11	15	Outside_Points
15	48	2007	1	0	2	24	DNF
18	48	2007	1	0	8	13	DNF
5	36	2007	1	0	1	8	DNF
17	28	2007	1	0	4	25	DNF
21	10	2007	1	0	11	26	DNF
2	56	2007	2	1	0	3	Podium
4	56	2007	2	1	0	0	Podium
3	56	2007	2	1	5	7	Podium
5	56	2007	2	1	1	1	Points
1	56	2007	2	1	5	12	Points
12	56	2007	2	1	3	20	Points
8	56	2007	2	1	6	14	Points
11	56	2007	2	1	3	4	Points
19	56	2007	2	1	2	24	Points
10	56	2007	2	1	8	16	Points
22	55	2007	2	1	10	21	Outside_Points
15	55	2007	2	1	10	17	Outside_Points
14	55	2007	2	1	7	10	Outside_Points
17	55	2007	2	1	4	25	Outside_Points
9	55	2007	2	1	6	22	Outside_Points
18	55	2007	2	1	7	18	Outside_Points
16	55	2007	2	1	4	23	Outside_Points
7	55	2007	2	1	1	8	Outside_Points
6	42	2007	2	1	2	2	DNF
13	36	2007	2	1	8	13	DNF
20	7	2007	2	1	11	26	DNF
21	0	2007	2	1	11	15	DNF
1	57	2007	3	2	5	12	Podium
2	57	2007	3	2	0	0	Podium
3	57	2007	3	2	5	7	Podium
5	57	2007	3	2	1	1	Points
4	57	2007	3	2	0	3	Points
6	57	2007	3	2	1	8	Points
9	57	2007	3	2	6	14	Points
7	57	2007	3	2	3	20	Points
12	57	2007	3	2	3	4	Points
10	57	2007	3	2	2	2	Points
11	56	2007	3	2	2	24	Outside_Points
14	56	2007	3	2	6	22	Outside_Points
15	56	2007	3	2	10	21	Outside_Points
22	55	2007	3	2	11	26	Outside_Points
20	53	2007	3	2	11	15	Outside_Points
13	51	2007	3	2	7	18	DNF
8	41	2007	3	2	8	16	DNF
21	36	2007	3	2	8	13	DNF
17	34	2007	3	2	7	10	DNF
18	26	2007	3	2	4	23	DNF
16	0	2007	3	2	10	17	DNF
19	0	2007	3	2	4	25	DNF
1	65	2007	4	3	5	12	Podium
4	65	2007	4	3	0	0	Podium
2	65	2007	4	3	0	3	Podium
5	65	2007	4	3	1	8	Points
9	65	2007	4	3	8	13	Points
11	65	2007	4	3	2	2	Points
8	65	2007	4	3	3	4	Points
13	64	2007	4	3	7	10	Points
10	64	2007	4	3	3	20	Points
12	64	2007	4	3	10	21	Points
15	64	2007	4	3	7	18	Outside_Points
14	64	2007	4	3	10	17	Outside_Points
20	63	2007	4	3	11	15	Outside_Points
21	63	2007	4	3	11	26	Outside_Points
7	46	2007	4	3	1	1	DNF
17	44	2007	4	3	6	22	DNF
16	19	2007	4	3	4	23	DNF
22	9	2007	4	3	4	25	DNF
3	9	2007	4	3	5	7	DNF
6	8	2007	4	3	6	14	DNF
19	7	2007	4	3	8	16	DNF
18	1	2007	4	3	2	24	DNF
1	78	2007	5	5	0	3	Podium
2	78	2007	5	5	0	0	Podium
3	78	2007	5	5	5	12	Podium
4	77	2007	5	5	3	20	Points
8	77	2007	5	5	1	8	Points
7	77	2007	5	5	1	1	Points
11	77	2007	5	5	2	24	Points
16	77	2007	5	5	5	7	Points
18	77	2007	5	5	4	25	Points
9	77	2007	5	5	10	21	Points
10	77	2007	5	5	10	17	Outside_Points
5	77	2007	5	5	2	2	Outside_Points
15	76	2007	5	5	3	4	DNF
13	76	2007	5	5	8	13	Outside_Points
14	76	2007	5	5	6	14	Outside_Points
20	76	2007	5	5	6	22	Outside_Points
21	76	2007	5	5	7	10	Outside_Points
17	76	2007	5	5	7	18	Outside_Points
22	70	2007	5	5	11	26	DNF
19	53	2007	5	5	11	15	DNF
6	17	2007	5	5	8	16	DNF
12	2	2007	5	5	4	23	DNF
1	70	2007	6	6	0	0	Podium
3	70	2007	6	6	1	1	Podium
19	70	2007	6	6	2	24	Podium
22	70	2007	6	6	3	4	Points
4	70	2007	6	6	5	7	Points
11	70	2007	6	6	7	10	Points
2	70	2007	6	6	0	3	Points
18	70	2007	6	6	6	22	Points
6	70	2007	6	6	8	16	Points
7	70	2007	6	6	2	2	Points
17	70	2007	6	6	7	18	Outside_Points
13	70	2007	6	6	10	21	Outside_Points
10	58	2007	6	6	6	14	DNF
12	54	2007	6	6	4	23	DNF
21	47	2007	6	6	11	26	DNF
14	36	2007	6	6	8	13	DNF
8	26	2007	6	6	1	8	DNF
20	21	2007	6	6	11	15	DNF
16	8	2007	6	6	4	25	DNF
15	0	2007	6	6	10	17	DNF
5	51	2007	6	6	5	12	DNF
9	51	2007	6	6	3	20	DNF
1	73	2007	7	18	0	0	Podium
2	73	2007	7	18	0	3	Podium
3	73	2007	7	18	5	12	Podium
4	73	2007	7	18	5	7	Points
6	73	2007	7	18	3	4	Points
8	73	2007	7	18	6	14	Points
9	73	2007	7	18	8	16	Points
7	73	2007	7	18	1	19	Points
10	72	2007	7	18	3	20	Points
17	72	2007	7	18	2	24	Points
16	72	2007	7	18	7	18	Outside_Points
13	72	2007	7	18	10	17	Outside_Points
20	71	2007	7	18	4	25	Outside_Points
21	71	2007	7	18	11	15	Outside_Points
22	70	2007	7	18	11	26	Outside_Points
14	68	2007	7	18	2	2	DNF
19	68	2007	7	18	4	23	DNF
5	56	2007	7	18	1	1	DNF
18	13	2007	7	18	7	10	DNF
11	0	2007	7	18	8	13	DNF
15	0	2007	7	18	10	21	DNF
12	0	2007	7	18	6	22	DNF
3	70	2007	8	7	5	7	Podium
1	70	2007	8	7	5	12	Podium
2	70	2007	8	7	0	0	Podium
4	70	2007	8	7	1	8	Points
7	70	2007	8	7	1	1	Points
5	70	2007	8	7	3	20	Points
10	70	2007	8	7	0	3	Points
12	70	2007	8	7	10	17	Points
9	70	2007	8	7	2	2	Points
11	69	2007	8	7	6	22	Points
13	69	2007	8	7	10	21	Outside_Points
14	69	2007	8	7	8	16	Outside_Points
16	69	2007	8	7	8	13	Outside_Points
18	69	2007	8	7	2	24	Outside_Points
6	69	2007	8	7	3	4	Outside_Points
22	68	2007	8	7	7	10	Outside_Points
21	68	2007	8	7	11	15	Outside_Points
15	55	2007	8	7	4	25	DNF
20	28	2007	8	7	11	26	DNF
19	1	2007	8	7	7	18	DNF
8	1	2007	8	7	6	14	DNF
17	0	2007	8	7	4	23	DNF
2	59	2007	9	8	5	7	Podium
3	59	2007	9	8	0	3	Podium
1	59	2007	9	8	0	0	Podium
5	59	2007	9	8	1	8	Points
4	59	2007	9	8	5	12	Points
9	59	2007	9	8	1	1	Points
7	58	2007	9	8	3	4	Points
8	58	2007	9	8	3	20	Points
14	58	2007	9	8	10	21	Points
18	58	2007	9	8	10	17	Points
12	58	2007	9	8	8	13	Outside_Points
17	58	2007	9	8	2	2	Outside_Points
13	58	2007	9	8	2	24	Outside_Points
21	57	2007	9	8	7	10	Outside_Points
22	57	2007	9	8	11	26	Outside_Points
16	53	2007	9	8	4	23	DNF
10	43	2007	9	8	6	14	DNF
19	35	2007	9	8	7	18	DNF
15	29	2007	9	8	4	25	DNF
6	22	2007	9	8	6	22	DNF
20	16	2007	9	8	11	15	DNF
11	8	2007	9	8	8	16	DNF
2	60	2007	10	19	0	3	Podium
3	60	2007	10	19	5	12	Podium
6	60	2007	10	19	8	16	Podium
12	60	2007	10	19	2	24	Points
20	60	2007	10	19	8	13	Points
4	60	2007	10	19	1	1	Points
5	60	2007	10	19	1	8	Points
7	59	2007	10	19	3	4	Points
10	59	2007	10	19	0	0	Points
13	59	2007	10	19	3	20	Points
14	59	2007	10	19	10	21	Outside_Points
15	59	2007	10	19	7	18	Outside_Points
8	59	2007	10	19	6	14	Outside_Points
1	34	2007	10	19	5	7	DNF
16	19	2007	10	19	7	10	DNF
9	18	2007	10	19	6	22	DNF
22	13	2007	10	19	11	27	DNF
17	2	2007	10	19	10	17	DNF
21	2	2007	10	19	11	15	DNF
11	2	2007	10	19	2	2	DNF
18	2	2007	10	19	4	25	DNF
19	2	2007	10	19	4	23	DNF
1	70	2007	11	10	0	0	Podium
3	70	2007	11	10	5	7	Podium
2	70	2007	11	10	1	1	Podium
6	70	2007	11	10	0	3	Points
7	70	2007	11	10	1	8	Points
5	70	2007	11	10	6	22	Points
4	70	2007	11	10	2	2	Points
11	70	2007	11	10	3	4	Points
9	70	2007	11	10	8	16	Points
8	69	2007	11	10	6	14	Points
10	69	2007	11	10	8	13	Outside_Points
13	69	2007	11	10	3	20	Outside_Points
14	69	2007	11	10	5	12	Outside_Points
12	69	2007	11	10	2	24	Outside_Points
19	69	2007	11	10	7	10	Outside_Points
20	69	2007	11	10	4	19	Outside_Points
21	68	2007	11	10	11	15	Outside_Points
18	68	2007	11	10	10	21	Outside_Points
16	42	2007	11	10	4	23	DNF
15	41	2007	11	10	7	18	DNF
17	35	2007	11	10	10	17	DNF
22	4	2007	11	10	11	28	DNF
1	58	2007	12	4	5	12	Podium
3	58	2007	12	4	5	7	Podium
4	58	2007	12	4	0	3	Podium
6	58	2007	12	4	1	1	Points
2	58	2007	12	4	0	0	Points
7	58	2007	12	4	3	4	Points
8	58	2007	12	4	2	2	Points
5	58	2007	12	4	1	8	Points
10	58	2007	12	4	3	20	Points
13	58	2007	12	4	8	13	Points
14	58	2007	12	4	2	24	Outside_Points
16	57	2007	12	4	6	22	Outside_Points
21	57	2007	12	4	10	17	Outside_Points
11	57	2007	12	4	7	18	Outside_Points
15	57	2007	12	4	4	23	Outside_Points
9	57	2007	12	4	6	14	Outside_Points
22	57	2007	12	4	10	21	Outside_Points
17	57	2007	12	4	7	10	Outside_Points
18	57	2007	12	4	4	19	Outside_Points
20	56	2007	12	4	11	28	Outside_Points
19	53	2007	12	4	11	15	DNF
12	9	2007	12	4	8	16	DNF
1	53	2007	13	13	0	3	Podium
2	53	2007	13	13	0	0	Podium
5	53	2007	13	13	5	7	Podium
4	53	2007	13	13	1	1	Points
6	53	2007	13	13	1	8	Points
8	53	2007	13	13	2	2	Points
7	53	2007	13	13	3	4	Points
10	53	2007	13	13	10	17	Points
11	53	2007	13	13	8	16	Points
12	53	2007	13	13	10	21	Points
9	53	2007	13	13	6	14	Outside_Points
15	52	2007	13	13	3	20	Outside_Points
13	52	2007	13	13	2	24	Outside_Points
14	52	2007	13	13	7	18	Outside_Points
18	52	2007	13	13	6	22	Outside_Points
17	52	2007	13	13	7	10	Outside_Points
19	52	2007	13	13	4	23	Outside_Points
16	52	2007	13	13	4	19	Outside_Points
21	52	2007	13	13	11	15	Outside_Points
22	52	2007	13	13	11	28	Outside_Points
3	10	2007	13	13	5	12	DNF
20	1	2007	13	13	8	13	DNF
1	44	2007	14	12	5	7	Podium
2	44	2007	14	12	5	12	Podium
3	44	2007	14	12	0	3	Podium
4	44	2007	14	12	0	0	Points
6	44	2007	14	12	1	1	Points
5	44	2007	14	12	2	2	Points
7	44	2007	14	12	8	16	Points
9	44	2007	14	12	3	4	Points
14	44	2007	14	12	1	8	Points
10	44	2007	14	12	6	22	Points
8	44	2007	14	12	6	14	Outside_Points
13	43	2007	14	12	4	23	Outside_Points
17	43	2007	14	12	10	21	Outside_Points
19	43	2007	14	12	11	15	Outside_Points
18	43	2007	14	12	7	10	Outside_Points
20	43	2007	14	12	7	18	Outside_Points
21	43	2007	14	12	11	28	Outside_Points
12	36	2007	14	12	10	17	DNF
15	34	2007	14	12	2	24	DNF
11	29	2007	14	12	8	13	DNF
16	8	2007	14	12	4	19	DNF
22	1	2007	14	12	3	20	DNF
1	67	2007	15	15	0	0	Podium
11	67	2007	15	15	3	4	Podium
3	67	2007	15	15	5	7	Podium
12	67	2007	15	15	8	13	Points
10	67	2007	15	15	3	20	Points
4	67	2007	15	15	5	12	Points
9	67	2007	15	15	1	8	Points
20	67	2007	15	15	11	15	Points
14	67	2007	15	15	4	23	Points
17	67	2007	15	15	10	21	Points
6	66	2007	15	15	10	17	DNF
22	66	2007	15	15	11	28	Outside_Points
13	66	2007	15	15	6	14	Outside_Points
5	65	2007	15	15	1	1	DNF
21	65	2007	15	15	7	10	DNF
15	55	2007	15	15	6	22	DNF
19	54	2007	15	15	7	18	DNF
16	49	2007	15	15	2	2	DNF
8	46	2007	15	15	4	19	DNF
7	45	2007	15	15	8	16	DNF
2	41	2007	15	15	0	3	DNF
18	19	2007	15	15	2	24	DNF
2	56	2007	16	16	5	7	Podium
4	56	2007	16	16	0	3	Podium
3	56	2007	16	16	5	12	Podium
17	56	2007	16	16	4	19	Points
10	56	2007	16	16	10	17	Points
11	56	2007	16	16	4	23	Points
8	56	2007	16	16	1	1	Points
5	56	2007	16	16	8	13	Points
13	56	2007	16	16	3	4	Points
7	56	2007	16	16	8	16	Points
18	56	2007	16	16	3	20	Outside_Points
19	55	2007	16	16	2	24	Outside_Points
12	55	2007	16	16	6	14	Outside_Points
20	55	2007	16	16	7	10	Outside_Points
16	55	2007	16	16	10	21	Outside_Points
